ts,foot,|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1.1471272030279814e+16,right,1812177.175,12211262.075,-3497.025,-2599.75,342305.7107660799,4260219.851033545,2397.902154581941,1938.92130663762,1222899,4116053,-7640,-8768,2417506,20892142,165,60,yes
1.1474241670588198e+16,right,4335792.786259542,38810545.870229006,-559.9465648854962,-43.85496183206107,2979341.183453426,25019068.06888534,3263.414731919212,2286.5678651374064,499339,2224544,-7787,-6945,9024335,101253203,4541,3578,yes
1.1476920508665956e+16,right,4513811.172413793,21409003.775862068,-777.9310344827586,-936.5,2017733.0050801253,6462788.419350263,2471.4097287532704,2567.213568121637,446701,5478621,-6337,-6787,7861826,33577499,3895,3555,yes
1.148271489861246e+16,right,7301493.605042017,43516668.86554622,-11.168067226890756,79.68067226890756,2688712.197837795,23346770.31090259,1833.705996984913,1509.8226236193327,1475233,9011288,-2501,-2230,10262030,98145250,3114,3012,yes
1.1488677870761802e+16,left,4185012.5,28663547.81967213,-727.9098360655738,-57.90983606557377,2625257.631759801,11152687.716021782,3148.5139824349526,1858.2404545280465,942927,7908218,-7655,-4894,8363678,46657031,2930,2141,yes
1.1501037846356618e+16,right,4685423.776,35298175.864,-1699.944,-232.12,3324223.530828132,20157268.0316259,4416.112184657889,1721.5412852366317,245923,6205010,-9984,-3952,11178212,84642231,5601,3395,yes
1.1505828075769686e+16,right,5964109.947826087,46178913.85217391,1252.991304347826,-211.75652173913045,2943889.141058885,26528241.40186714,3197.0824432670684,2455.9055413263804,1561356,17036211,-3088,-6854,11634877,112825894,7670,2688,yes
1.1536858683874988e+16,right,2720493.975,20188404.25,-1023.025,1901.925,618430.5388775143,9762083.111805044,848.4109879575932,1214.3979280137555,1710062,6695270,-2268,516,3470525,32867965,441,3935,yes
1.1541024035198314e+16,right,5655785.330708661,36161206.7007874,857.007874015748,441.03937007874015,2743426.8384914007,13601151.067210212,1049.6538771625003,1541.2051015696652,764366,2453333,-3040,-5061,11017869,71122438,2952,8365,yes
1.1544429788532682e+16,right,2136651.7608695654,17196390.010869566,-3083.478260869565,-1606.2608695652175,818997.5565137558,5442401.252634564,3018.316398034357,1272.5015673434525,327586,6507249,-9952,-5116,3737819,30146217,611,351,yes
1.1544734188088896e+16,right,3211382.3125,19316060.70833333,1019.1666666666666,1507.3541666666667,962293.3952276576,5838985.437883195,774.3924271360572,1222.6648518634488,2021539,6077830,-518,-437,4985494,30169395,2811,7203,yes
1.1555059977717028e+16,left,4799713.416666667,44704931.53030303,432.6515151515151,971.1515151515152,2222617.599824389,17879325.21974531,4095.769306675992,2895.6675784626104,1279958,9269381,-5888,-3427,8695206,79455228,8073,9505,yes
1.155849538115343e+16,right,3600036.565891473,21477058.14728682,408.1085271317829,18.023255813953487,1859593.708417072,8576028.964954918,1958.9492369966724,1856.6332325993849,779674,8174695,-2388,-4244,6521351,46737232,5830,4826,yes
1.1587819452258706e+16,left,1319889.2148760331,4082740.7933884296,-574.2396694214876,-859.7685950413223,319760.45398730924,1693050.243480973,1776.3914218849843,3074.831745424809,590245,854786,-4114,-6173,1784543,10061857,3076,6881,no
1.1587820218088574e+16,right,1330747.0163934426,6371795.852459016,-1673.1311475409836,358.09016393442624,955425.3394194008,3232202.8948660446,4219.958550089841,3894.939543774013,174859,1033173,-9910,-7221,2937163,14213795,5640,7340,no
1.158782065834811e+16,left,116085.13223140496,1293099.2975206613,593.5702479338843,1239.9917355371902,49903.715708175165,643271.1578866598,7089.30006045078,5343.038298408917,31198,283726,-9958,-9946,263533,3890524,9965,9932,no
1.1587820735227708e+16,left,1048745.0743801652,6719050.578512397,-2188.7603305785124,-778.6859504132232,685867.1655103263,3555887.328800328,2365.1427547641224,4485.024277216081,73395,827281,-5701,-8317,2091238,15245187,6035,9243,no
1.1587820953778762e+16,left,358983.4959349593,3086663.544715448,2344.430894308943,1372.2682926829268,261429.6098868609,1431456.8968974578,3895.586801230716,2054.7557434240075,34584,205318,-9439,-3185,949824,5672907,9989,9270,no
1.1587821211554316e+16,right,257463.6776859504,2951804.727272727,685.0,1371.1157024793388,113240.62249234406,1438484.055593318,7292.763723948098,4333.451963485313,19195,679008,-9480,-7338,520337,8143929,9968,9954,no
1.158782127035704e+16,left,1549267.6363636365,5961605.545454546,-545.6611570247934,-1158.2396694214876,593536.7280643353,2334814.2612771792,3131.7934120716386,3847.673314322119,237374,1956776,-4360,-9116,2424344,11193839,8493,4405,no
1.1587821414701956e+16,right,462162.8571428572,3534184.8253968256,-865.1031746031746,127.15873015873017,275808.9418235664,1827444.3173773107,4687.418246889202,4160.452049309447,201892,492359,-9814,-8955,1237374,8307898,9654,9355,no
1.1587822338994592e+16,right,414169.0,2338354.111111111,4727.785714285715,2255.468253968254,302513.1432220954,1679836.311877165,1840.3613323785864,3077.4063123000387,116798,260569,-263,-6644,1310893,8842143,8851,8936,no
1.1587822473902618e+16,right,1313888.748031496,5712054.992125984,793.5511811023622,798.8818897637796,908907.301594106,3825812.14891773,2754.531572854406,2419.4385732538817,8014,626405,-9695,-4558,2738526,14548845,9244,8307,no
1.158785989806507e+16,left,762680.7102803738,4045209.355140187,593.0560747663551,1149.271028037383,556378.9446509848,2626188.8895973945,1577.4534579252395,2214.5384014532683,129267,983711,-3007,-3943,1811694,10775940,4032,9061,yes
1.158861172682173e+16,left,2606469.9112903224,26742636.10483871,759.2177419354839,40.46774193548387,1601758.084897687,8276817.441772154,3428.7118502730714,930.9267821626496,191667,14099781,-7268,-1716,5573593,50706703,9275,2147,yes
1.1591373199059494e+16,right,3953226.592,25729210.216,62.32,-509.296,2254323.5845409413,10490030.608698204,2218.5783467448614,1180.0072172004548,510015,2951416,-5379,-3754,8279771,49215015,8180,1306,yes
1.1593368774700652e+16,left,2500021.856,20090833.528,-1633.12,791.112,1001766.3736662752,8809291.050754586,4476.62590862878,3766.6630204911457,716029,3590639,-9985,-4410,4102247,35419945,4407,9772,yes
1.1596037488676804e+16,right,5756130.096774193,38164574.701612905,-147.34677419354838,58.54032258064516,3697999.238470766,18473884.01292498,1428.748779139268,1370.246386954732,414926,2821657,-3603,-2754,12217056,77705433,2700,5949,yes
1.1607743471191064e+16,right,2297279.073770492,15656893.204918033,-109.50819672131148,453.9754098360656,1000706.6385867982,3440678.7551224334,1800.240646199774,1843.532767678956,578100,7571827,-4044,-2537,3836127,23115061,3344,3859,yes
1.1610059520735118e+16,left,4200552.056910569,34567651.56910569,374.1788617886179,302.3739837398374,2386869.973063318,11724022.778087096,1892.1953986738863,910.792308642064,755249,7721273,-4283,-2017,8089317,57757599,4990,1416,yes
1.1611221741067594e+16,right,1971273.041322314,20548006.34710744,1611.396694214876,817.6280991735537,1179688.1811081434,9759817.448355244,4140.898438099593,2448.2928070127814,221084,4703908,-9927,-5144,4207894,46105674,8719,4475,yes
1.1612321831771564e+16,right,3054960.25,7829249.75,-1042.95,-574.05,825529.9300367692,5393960.462872731,263.3251891922949,535.9243343096703,2151796,2675243,-1282,-1081,3857885,15011186,-554,246,yes
1.1618781898734064e+16,right,4657210.700787402,31713599.881889764,-925.2677165354332,553.1496062992126,2977030.7967798854,16647379.668756124,3375.497984304648,2455.0730990919124,295354,2104320,-6208,-3251,10266019,73606132,6901,8294,yes
1.1621183174824076e+16,right,3953115.581967213,28872042.56557377,397.5327868852459,762.7377049180328,2482013.275380983,10369699.610640451,2750.6104001287245,2673.368747396873,556493,5780159,-5002,-2574,7988677,44494949,8014,9775,yes
1.1625367739200442e+16,left,4699934.918032787,40615906.64754099,-2531.2704918032787,243.844262295082,2719239.261469395,24249128.625997007,4741.951993784151,2234.484491440356,575002,9869287,-9991,-2454,9578234,108660951,3886,4450,yes
1.1627488532968564e+16,right,3171791.25984252,14716252.614173228,-391.244094488189,-973.96062992126,1216842.112517278,6193323.354285216,3008.124429408157,3486.969342688632,454646,2065457,-9369,-9797,4735876,30061181,3847,3044,yes
1.1632726970182682e+16,right,3411772.1612903224,31159932.66935484,-306.08870967741933,-1.2096774193548387,2512393.7547222674,13167907.963366795,4166.811047928594,1377.6677551147163,337769,1287858,-9479,-1637,8425525,57045049,9756,7796,yes
1.1641559068850262e+16,right,5989445.008264462,36302477.19008265,-3268.099173553719,-1115.206611570248,3343884.589158696,17374667.396776196,3759.3398099598967,2327.2467098746943,1564591,5367825,-9737,-8228,11414927,72528969,1956,2346,yes
1.1647344341614642e+16,left,3815511.344,26253836.232,1593.064,187.576,2216322.4837349444,12966004.158862306,3164.5992885610794,2725.989241168744,232214,2658347,-4450,-7978,7551356,55007829,9987,4416,yes
1.1650497281333436e+16,right,3597976.436893204,30438146.766990293,2258.106796116505,2396.5631067961167,2463009.058215293,19658490.69178452,4643.141976081649,4211.090282346903,751981,7278620,-2995,-3475,8806455,66537881,8067,8288,yes
1.1653037895905972e+16,right,4288302.059405941,33014842.26732673,-2865.4455445544554,-336.46534653465346,2278344.138106993,16387457.324568035,3851.415431955497,2369.093710955125,460895,5515716,-9716,-3314,8401122,68289664,2299,6973,yes
1.165693217939439e+16,left,7018159.4375,32807849.473214287,40.11607142857143,-672.1964285714286,1870093.550502316,11272397.51919666,1284.2640739471278,1378.4751847393136,3916209,7774287,-2395,-3731,9436207,57206838,2861,1107,yes
1.1659735273811152e+16,right,3074369.112,24017059.808,-225.912,334.064,2112986.9737658845,11998328.124820065,2734.38190519976,1755.0895930812007,257009,1867130,-9872,-6761,7068218,45570437,5390,6169,yes
1.1662254544485348e+16,right,4224554.403100776,34397080.40310077,-253.67441860465115,366.3565891472868,2574832.023375513,15055067.558021668,2705.707651090303,1751.4810331119131,276116,8287918,-6925,-3796,9151485,66433566,4433,3935,yes
1.1666849605591994e+16,right,3320312.154545455,26083019.8,1294.6090909090908,-41.554545454545455,1289055.739352492,12734026.829315098,1252.980557303591,970.401577579169,1197616,7108813,-1721,-2401,5872636,50849315,3481,1535,yes
1.166974579601254e+16,left,5573552.912,27263666.16,249.816,-29.032,2906957.3037046995,9450866.480203938,3789.44909900311,2517.8744489952683,993787,11302978,-3561,-3915,9407418,57010551,9072,5042,yes
1.167215625564826e+16,right,4743313.186046512,33407099.96899225,-2321.7906976744184,1927.2868217054263,3857727.918194933,24243084.33055125,4605.897043252029,3240.5644140763657,282119,3232211,-9786,-2777,10516493,78003864,6860,9451,yes
1.1673783549426916e+16,left,3530335.553846154,19270906.161538463,-1378.4769230769232,358.1307692307692,2488742.7486735224,10947960.793207023,4203.3918718275,3519.64668194303,672947,3384221,-9408,-6067,7953306,41570532,4518,9850,no
1.1673835916777744e+16,right,1969655.8533333333,20249633.08,678.28,1458.52,1224576.3238347208,10783112.439057624,5215.601767669664,2486.91785452096,233809,6567236,-9720,-2366,4673012,46038395,9678,7652,no
1.1674739704551088e+16,left,5814336.129770992,30564777.732824422,-791.1832061068702,-450.5419847328244,2933598.457115536,11644575.301188797,3140.4033469543288,1259.278622921393,1179689,8075576,-8966,-3740,10029338,53924933,3438,1821,no
1.1674739848968468e+16,right,5913030.0322580645,31544272.66129032,-663.483870967742,-669.6693548387096,3713844.6024543336,16262231.032739708,3333.887546164304,3058.0683039418145,355828,5965226,-8739,-9655,10678571,66641920,5515,6046,no
1.1675739635451118e+16,left,6175166.572519084,27755147.709923662,-835.8702290076336,-716.5267175572519,2679658.5651020026,9805994.138133217,2556.581170827546,2188.0371897002688,1745539,9353539,-7495,-5204,9800439,47492004,4450,5547,no
1.1675740200593374e+16,right,6200437.552,32462650.464,-1658.144,-82.48,3472473.3035425465,15104210.763913458,3216.1938276729047,1444.799263878282,648467,2261307,-9463,-2783,11160541,53248337,1119,3678,no
1.1676740552218918e+16,right,6873726.903225807,39293191.00806452,1527.298387096774,-141.0483870967742,3896585.570561583,12445640.178002205,2769.5120493585314,1143.1631757628222,916584,10335612,-1085,-6161,11839807,60629282,9382,1369,no
1.1676741870339892e+16,left,6450529.646153846,35409574.96923077,-1871.9769230769232,-694.7538461538461,3065006.917548932,11475007.42119518,3334.89378156892,1668.3747234983955,1340074,6881317,-7819,-3832,11338224,59039904,2794,2625,no
1.1677740903845046e+16,right,7923578.24,39192618.496,-355.032,99.952,3491087.051293785,19441692.160730816,1772.249222152278,2498.397908776872,1106578,6499753,-5794,-7297,12148255,90320771,1710,9568,no
1.1677741801240348e+16,left,6070368.461538462,25311462.553846154,-1225.6923076923076,88.92307692307692,2646234.7417908586,11823734.634887122,1544.7275159036892,1585.915628787947,2853449,5426314,-5724,-2507,10163655,43717852,378,4188,no
1.1677940974169984e+16,right,5123362.354838709,41917862.50806452,-829.6612903225806,593.7016129032259,3816857.602757527,17310497.36291206,2319.61507840963,1783.681243989514,543924,8711740,-6334,-1988,12148255,90320771,1710,9568,yes
1.1689214834675e+16,left,2309918.9836065574,13240346.532786883,-1697.983606557377,-471.6475409836066,952899.490855486,6291462.21646155,2819.043182099017,2440.6969263544825,509910,3704917,-8371,-7258,3357378,27522875,3145,6584,yes
1.16997031330274e+16,right,5158759.67768595,37621221.25619835,-948.9586776859504,-334.9834710743802,2788197.552586812,20510725.339475144,3861.438126736148,3120.802773281984,575410,3239037,-8053,-9770,10261204,102090008,9419,6841,yes
1.1701075953666258e+16,right,3030426.619047619,31692191.95238095,836.3888888888889,846.1428571428571,1972816.622157544,18775557.12976315,3169.018477629241,2342.940991879346,293319,1178071,-9902,-1722,7261890,69641860,6326,9242,yes
1.1712823114883412e+16,right,4019461.16,32068670.968,-1329.616,-87.0,2599030.528485202,15231289.64024569,2475.291435379785,1323.5736693000945,197848,5214247,-6709,-2781,9400718,60659930,4894,2858,yes
1.1717521311427282e+16,right,3824723.635658914,25343345.86046512,-1782.1472868217054,146.7984496124031,2533035.751866828,12009724.402523171,3696.690092799181,2240.032266019862,638651,838603,-9293,-6120,8484321,43408488,4020,5763,yes
1.1722147673574982e+16,left,2440317.968,17399413.344,-305.032,-1425.544,1306182.778658231,8748134.513014194,4886.603868734961,4486.209031673732,196528,2092495,-8779,-9231,5436368,36237478,6139,5490,yes
1.1725422066901042e+16,right,3862978.4204545454,31146141.625,-707.1136363636364,651.8977272727273,2435614.2550271656,16189359.195529643,2984.1901438287337,1572.0989925235708,279211,4048432,-9985,-2359,7349747,54050942,4107,8563,yes
1.1738339973678306e+16,right,2847338.385245901,19672887.12295082,-148.68032786885246,188.11475409836063,1728791.2280916166,7534062.74153112,2992.751047255598,2161.128512960898,504441,6829651,-5935,-6632,5767904,35332172,3781,4405,yes
1.1740945784202034e+16,left,4300116.557377049,39056466.45081967,3738.8278688524592,1332.1311475409836,3441966.749734601,19036651.668638125,3862.066125178331,3017.051151717462,479086,7749703,-8311,-2150,11580628,83118766,8979,8778,yes
1.1744589913313412e+16,right,4316767.496062992,23687386.60629921,-2113.992125984252,-781.5748031496063,2325655.438610989,9097718.411337402,3400.709012199044,1444.880148375499,606007,4880959,-9912,-4518,8282739,39422604,2291,1246,yes
1.1747736133308736e+16,right,3329653.4910714286,19695204.94642857,3140.223214285714,2406.026785714286,1592518.1448051848,6358453.508748396,3841.829398855016,2546.8249035546496,1303352,6206649,-5343,-2108,5722101,33694960,8698,9937,yes
1.1751402325704918e+16,right,4012811.779527559,26461433.18110236,1905.5511811023623,-436.0551181102362,1789779.9924243502,9410871.635238435,2894.166751562834,2311.6977349067074,634293,6436096,-6133,-8115,7654393,44738533,9642,2474,yes
1.1755012979484344e+16,left,5119935.016260163,46759905.10569106,-1736.6747967479675,2048.0243902439024,4028533.564215349,31933858.896129504,4510.097500847013,3671.3834696701806,404373,8499220,-9526,-2560,12074858,115281321,7499,9675,yes
1.1758670163991236e+16,right,4314737.472440945,24456436.48818897,-1995.3937007874013,-283.78740157480314,2004028.394736596,7162201.620855982,2266.9148539106272,979.9401312286384,1078567,3180008,-7914,-1514,8355645,42636165,716,7408,yes
1.1761917195566748e+16,right,2980261.7322834646,22338076.74015748,-33.38582677165354,384.07086614173227,1345162.4295192985,7373900.890286856,1868.761562781,1103.0972138447728,661315,7142523,-3268,-2156,5541234,39495070,3691,2113,yes
1.1764908850279878e+16,right,7793977.517241379,31727167.96551724,1174.7586206896551,982.896551724138,153136.35978402212,4471162.666853678,72.56408752288941,167.24924617117884,7379788,29149039,993,628,8201178,40153100,1408,1181,no
1.1764943146110518e+16,left,3868120.0,13377190.772727272,1955.386363636364,-363.9090909090909,385475.0065168464,1539303.7092098652,149.80067623486494,170.6707449191201,3573734,10944091,1690,-741,4583050,16655848,2090,-54,no
1.1765123857516478e+16,left,3065315.224719101,15574845.08988764,-3413.303370786517,-1469.9887640449438,1408530.3923480748,5536579.743183249,3117.188055416198,1307.9744011115918,1484616,3925642,-7872,-5532,4991562,24547478,1160,37,no
1.1765140366623358e+16,left,4234530.52,17363057.92,-426.968,-1069.944,2244366.259980983,7284697.066205025,3055.073442800226,2941.298926642949,522774,2248801,-8080,-8072,7252963,29961865,4579,4132,no
1.1765141354116728e+16,left,2777863.766129032,14711407.983870968,-1461.298387096774,348.56451612903226,1596823.7704285989,5749185.651845839,3084.0818480060857,1401.455058272178,589031,6622243,-8297,-3051,5480567,28973770,1778,3784,no
1.176514139687837e+16,right,3465385.9534883723,15653414.42635659,-313.16279069767444,-1233.3410852713178,1552248.2386456267,7471011.777671927,2041.204055632276,2318.3476520739805,343316,1478707,-4108,-9175,5358501,29026273,3698,2498,no
1.176514155046523e+16,left,2641000.736,15325630.768,-325.12,848.896,1636080.393163821,5989819.322177267,2657.324641742688,1997.4819019891504,203190,3115624,-6236,-1727,5045254,27450717,4333,7987,no
1.1765141972241384e+16,left,4180181.5371900825,27239637.545454547,-364.801652892562,-665.9834710743802,2317296.239129901,9537187.178312857,2524.090778940127,1251.4749829932084,526637,5005431,-7135,-3154,7683244,46239624,4222,1608,yes
1.1765142203787296e+16,left,3976184.300813008,15258769.56097561,654.1544715447154,163.60162601626016,1354429.8923957862,6022264.399265887,1691.3315979735055,2640.819537908756,1021803,3487116,-2430,-3957,6262648,25863562,4190,6595,no
1.1765142317761058e+16,right,2730015.709677419,14372536.83064516,-2672.5887096774195,-1204.145161290323,1529234.2645675195,5386195.405019261,3375.9377065595686,1259.487698752842,276799,3199696,-9860,-6042,4955068,24273825,841,892,no
1.1765142453990424e+16,right,3417131.516129032,14607465.0,662.983870967742,616.266129032258,1779019.244904806,6579737.061223659,3733.5175767194,2419.8747031625485,302244,3901143,-9437,-8602,5833933,26459215,9398,8254,no
1.1765142909592476e+16,left,2979329.630769231,15326977.169230768,-847.3538461538461,304.9307692307692,1538324.1834375612,5758889.2259252,2716.4690769297054,2417.8402662933468,538098,2456470,-7665,-4811,5514528,27648626,2278,7321,no
1.1765143635879936e+16,left,1300694.0992366413,4653350.648854962,1561.0610687022902,593.1832061068702,971790.1974681008,2876553.773626204,2488.340784092964,2975.792038850333,71390,391687,-4855,-4287,2840000,11121307,6015,8748,no
1.1765150866820244e+16,right,1456783.5833333333,2887772.458333333,-3500.3194444444443,-3072.4166666666665,1422494.7356272377,1521856.3917981458,2962.205548813148,2222.2493156994697,18028,373951,-9495,-7905,2976086,5875104,6095,3633,no
1.176515808682587e+16,right,2379471.413793104,17789596.28735632,-1083.7701149425288,-201.8275862068965,1276797.561489615,6009814.587147507,3032.1647793060224,721.101986253671,256895,2563039,-6865,-1783,5017675,29639065,7970,2166,no
1.1765167465319844e+16,right,1861866.0967741928,17642304.43548387,-996.9193548387096,980.8870967741937,1778081.8102300598,4344533.865874385,1032.7992091904869,259.6450354251768,614558,1283721,-2534,354,6271225,20445404,579,1389,no
1.176719831085396e+16,right,3791829.6741573033,17071315.146067414,148.04494382022472,774.3932584269663,2252667.91697136,5662232.092045962,2279.70855847704,755.4402933205354,374969,563856,-6746,-2322,6481810,21803163,1804,2997,no
1.176727666130638e+16,left,2679348.290322581,14038853.201612905,-1708.8387096774193,-402.491935483871,1407822.8801392675,6494151.101326952,1869.171449796214,1408.2805435584664,669885,2328169,-5561,-9099,4663705,27415564,707,1571,no
1.1767277310196022e+16,left,4802940.930232558,22585313.713178296,-1773.108527131783,89.57364341085271,2347239.0724763847,7348038.5795198195,2289.1825787286707,1326.9990508144317,686373,3145522,-7458,-3458,8339349,35539289,530,2366,no
1.1767277486475004e+16,left,5127108.5121951215,27036971.94308943,-565.3577235772358,91.20325203252033,2558513.815045112,12480445.326531392,2053.2650054146325,1342.221421225237,1176633,5770670,-7347,-2197,9655560,52934945,2050,4117,no
1.17672774874219e+16,left,3093081.185483871,15317903.556451611,-597.7822580645161,452.81451612903226,1634570.962709824,5668189.595475862,2396.951670336005,2206.771431822493,212261,3707781,-7908,-4366,5421318,26600992,3731,9601,no
1.17672780492459e+16,right,2854625.85483871,14563620.524193548,-1464.701612903226,-337.55645161290323,1694359.3431841503,5594013.986302367,3992.848413721304,3279.234201457228,275770,2977189,-9360,-6297,5501982,22923080,5512,8424,no
1.1767278106408066e+16,right,4445819.907692308,22174239.67692308,-357.7538461538461,262.9153846153846,2387662.5753562413,8958922.84607317,2460.218954337127,1811.628788895156,633541,2180354,-4913,-2451,7922054,40346269,3722,4295,no
1.1767278368266336e+16,right,4010263.015503876,30094977.86046512,-1392.5193798449611,-261.93023255813955,2243258.3923740294,11550476.498440191,3092.574112644613,1803.826458818025,746514,7250330,-7908,-4873,7941142,53520006,3312,4789,no
1.1777234957576398e+16,left,2999132.153846154,16075149.576923076,-1319.1057692307693,561.0096153846154,2046231.2090090967,9344589.113792654,3441.912270247877,1468.5148795170437,56750,2184166,-9716,-2726,5581918,40765887,3945,3884,yes
1.1780062848317378e+16,left,4394898.2,34738186.624,-3468.024,-439.752,3242664.263639345,14453043.469266407,4252.99092757844,1297.6438801200056,279293,6581311,-9982,-3172,10005269,67682477,1969,3921,yes
1.178282638832117e+16,right,3850301.325,55002875.125,-140.8,-617.35,793151.7165142538,8583695.478549927,665.3282282317888,219.4501929356344,2422074,25609528,-522,-690,4549908,58402836,1717,229,yes
1.1783148508834548e+16,left,1114071.4090909092,19034020.09090909,-5979.318181818182,-1194.6363636363635,29828.2726231644,90974.87767610257,21.95967378462788,49.88896762721285,1107712,18626706,-5984,-1418,1247619,19053416,-5881,-1184,no
1.1783354013796074e+16,right,3259905.7397260275,9820047.684931507,619.0410958904109,600.0,1107979.134991557,3048968.0477621937,249.2102212967645,1048.056879287676,1389416,1217350,319,-196,4995925,13174721,1274,3937,no
1.1783358735263066e+16,left,2190456.011235955,8582877.0,-871.5280898876405,-2486.2808988764045,911105.300340602,4082951.1668213047,2738.4573796619,3525.904854813752,773198,2069031,-4302,-6919,3455063,13284518,3000,9068,no
1.178339165437943e+16,left,3680193.768595041,22591950.256198347,-1197.01652892562,668.7272727272727,2540514.373854098,10127844.37159561,3488.5345203572974,1659.6835441332382,307197,5698475,-9996,-2023,7522944,45919372,3190,5601,no
1.1783392052376246e+16,left,393234.52032520325,2978756.18699187,-2276.479674796748,123.91869918699189,315591.3614595738,1609961.3985478664,3090.561210507725,2800.295893597078,48647,540295,-9553,-6433,1064519,6858812,3763,8574,no
1.17833932450839e+16,right,3482215.5409836066,17816751.221311476,1029.1967213114754,531.6229508196722,1943590.947107956,8084198.771530923,1477.3564319745587,892.9228384927583,115769,2237900,-5671,-1594,5869278,38667159,3069,1899,no
1.1783393402981052e+16,right,2043450.2301587304,11658469.325396825,-2785.1349206349205,-927.5873015873016,1432311.933050921,4039474.615742337,2204.2114938568834,1491.9162028470168,485419,2720368,-9137,-7305,4961422,18958218,54,909,no
1.1783393769143798e+16,right,4263221.941666666,24200464.75,243.6,-716.4083333333333,2396248.965849962,14112764.620014971,3692.002488686944,4782.381435352819,392072,7464443,-9022,-9980,7173028,62308290,6611,7020,no
1.1783393942752052e+16,right,1917047.8455284552,13085548.666666666,-1237.7642276422764,370.130081300813,1205380.8415942625,2957028.332630137,3853.7620709760295,2362.743240871597,56637,6750339,-9847,-5994,4395606,18769916,5218,3996,no
1.178339493214749e+16,right,752306.2195121951,2762639.097560976,205.97560975609755,-1170.0731707317073,443719.2329505841,1213956.298193249,2457.77187000218,3285.706459382078,146321,747919,-6480,-7929,1423773,6436304,4125,3787,no
1.1783394978624598e+16,right,4884175.877049181,21225463.393442623,-411.7213114754098,-606.9016393442623,2166322.9413716844,10132497.293763306,1597.324210182338,992.9626628173672,918801,6089714,-4661,-3195,7968506,46709978,2194,2001,no
1.1783395024158534e+16,left,2305026.270491803,15367416.93442623,-1029.0901639344263,-143.7295081967213,1259996.8952908884,6840027.420018041,4118.658886684005,1991.266916938553,531913,5612727,-9903,-8799,4480001,34096559,4262,3364,no
1.1783395067544564e+16,right,2172752.372093024,17715163.720930234,983.31007751938,809.5813953488372,1503139.5620944365,9505967.531961942,2517.2114339285795,1932.858269254671,177592,3921181,-7453,-2553,4667431,38977149,3849,3435,yes
1.1783469297836286e+16,left,2330974.175824176,9309133.846153846,536.065934065934,-1446.7362637362637,963955.1328858574,4656084.938384179,1816.268676907551,3579.017679740148,377032,1684414,-2934,-9745,4029853,17629474,3307,2999,no
1.1783483758617798e+16,left,4930572.66,13664047.98,-167.64,440.26,1182064.0237723684,3663479.536861284,237.359690885253,442.1468409698206,3118043,10667714,-473,-43,6502131,23018776,788,1531,no
1.178358625951749e+16,left,1839514.0,15438502.790697675,-3532.7441860465115,-435.86046511627904,1360446.3866645284,10151985.936326984,3330.5534653240534,437.3204982180497,288240,2210613,-9438,-1624,3930707,29933293,-604,154,no
1.1785193881840606e+16,right,4428869.953846154,36406478.23076923,1230.0076923076922,570.7846153846153,3052394.735439789,8740696.579407005,3279.551102521334,914.0707568884852,142053,14496377,-5758,-2306,10156723,49020901,7637,2296,yes
1.1791026506438082e+16,right,4673602.612903226,37916247.951612905,1573.3709677419354,334.2903225806452,2673237.766840479,10447201.860782731,2394.554270411724,670.038595832797,525171,18502818,-8016,-905,9569775,59816443,6288,1924,yes
1.1794815456030654e+16,right,5048218.145161291,39755039.22580645,1437.4596774193549,313.8709677419355,3254868.7522063684,16699880.932898872,2504.1939079157137,1320.3228846765785,780369,15830744,-1359,-3320,11100596,86142451,9733,2207,yes
1.1799934108284278e+16,right,2076069.6769230769,19594954.730769232,3634.507692307692,1462.2307692307693,927648.566411188,8001812.138350714,4030.362545960146,3016.647886887782,534526,7711921,-4758,-4908,3975034,44238913,9479,7480,yes
1.1803379321967946e+16,right,6244608.571428572,46338062.5210084,647.5042016806723,-140.08403361344537,2679612.2586453496,27176885.152329724,2354.1854644979403,2393.3125245851484,1713714,16193708,-2265,-6651,9794280,115620840,5243,3817,yes
1.1807507920289078e+16,left,2889048.376,19772409.728,-1855.968,-855.808,1167013.726976947,9737233.23963632,4185.031862783858,3726.852180126833,1384465,2210661,-9981,-9121,5359945,37344981,5312,6129,yes
1.1810594830501228e+16,right,616765.84375,15238485.28125,-8628.21875,132.65625,82534.65194813997,2204419.015218036,928.2661511544156,298.7230467663231,426111,12477639,-9998,-39,903236,21209656,-4809,866,yes
1.1813064440762372e+16,left,4313513.653225807,29677163.79032258,-1617.733870967742,138.9193548387097,2655613.447298564,8736152.976130802,1353.262472265979,952.6606438740776,511480,13278166,-5724,-1195,8783134,45176991,1217,2437,yes
1.181919064512785e+16,left,3639850.64893617,19691283.30851064,2904.606382978724,526.2765957446809,1270869.479432641,16103301.553111326,2631.8100775435705,707.0921280221319,1124796,4339700,1255,26,4833516,45095552,9809,2812,yes
1.1831344128698762e+16,left,3826149.195121952,34725682.90243903,1356.7235772357724,510.1869918699187,3549985.142943205,21884707.45689251,3832.664367313207,1495.3110337646324,252707,4672416,-9831,-3365,12102452,82242141,9577,3530,yes
